Điều,Chủ đề,Khoản,Nội dung,Tóm tắt,Thời gian,Bộ luật
19,Bản cáo bạch,1,"Đối với việc chào bán cổ phiếu, trái phiếu ra công chúng, Bản cáo bạch bao gồm các nội dung sau đây:
a) Thông tin tóm tắt về tổ chức phát hành bao gồm mô hình tổ chức bộ máy, hoạt động kinh doanh, tài sản, tình hình tài chính, Hội đồng quản trị hoặc Hội đồng thành viên hoặc chủ sở hữu công ty, Tổng giám đốc (Giám đốc), Phó Tổng giám đốc (Phó Giám đốc), Kế toán trưởng và cơ cấu cổ đông (nếu có);
b) Thông tin về đợt chào bán và chứng khoán chào bán bao gồm: điều kiện chào bán, các yếu tố rủi ro, dự kiến kế hoạch lợi nhuận và cổ tức của năm gần nhất sau khi phát hành chứng khoán, phương án phát hành và phương án sử dụng số tiền thu được từ đợt chào bán;
c) Báo cáo tài chính của tổ chức phát hành trong 02 năm gần nhất theo quy định tại Điều 20 của Luật này;
d) Thông tin khác quy định trong mẫu Bản cáo bạch.","Đối với việc chào bán cổ phiếu, trái phiếu ra công chúng, Bản cáo bạch bao gồm các nội dung sau đây:
a) Thông tin tóm tắt về tổ chức phát hành bao gồm mô hình tổ chức bộ máy, hoạt động kinh doanh, tài sản, tình hình tài chính, Hội đồng quản trị hoặc Hội đồng thành viên hoặc chủ sở hữu công ty, Tổng giám đốc (Giám đốc), Phó Tổng giám đốc (Phó Giám đốc), Kế toán trưởng và cơ cấu cổ đông (nếu có);
b) Thông tin về đợt chào bán và chứng khoán chào bán bao gồm: điều kiện chào bán, các yếu tố rủi ro, dự kiến kế hoạch lợi nhuận và cổ tức của năm gần nhất sau khi phát hành chứng khoán, phương án phát hành và phương án sử dụng số tiền thu được từ đợt chào bán;
c) Báo cáo tài chính của tổ chức phát hành trong 02 năm gần nhất theo quy định tại Điều 20 của Luật này;
d) Thông tin khác quy định trong mẫu Bản cáo bạch",2019,Luật số 54/2019/QH14
19,Bản cáo bạch,2,"Đối với việc chào bán chứng chỉ quỹ ra công chúng, Bản cáo bạch bao gồm các nội dung sau đây:
a) Loại hình và quy mô quỹ đầu tư chứng khoán;
b) Mục tiêu đầu tư, chiến lược đầu tư, phương pháp và quy trình đầu tư, hạn chế đầu tư, các yếu tố rủi ro của quỹ đầu tư chứng khoán;
c) Tóm tắt các nội dung cơ bản của dự thảo Điều lệ quỹ đầu tư chứng khoán;
d) Phương án phát hành chứng chỉ quỹ và các thông tin hướng dẫn tham gia đầu tư vào quỹ đầu tư chứng khoán;
đ) Thông tin tóm tắt về công ty quản lý quỹ đầu tư chứng khoán, ngân hàng giám sát và quy định về giao dịch với người có liên quan của công ty quản lý quỹ đầu tư chứng khoán và ngân hàng giám sát;
e) Thông tin khác quy định trong mẫu Bản cáo bạch.","Đối với việc chào bán chứng chỉ quỹ ra công chúng, Bản cáo bạch bao gồm các nội dung sau đây:
a) Loại hình và quy mô quỹ đầu tư chứng khoán;
b) Mục tiêu đầu tư, chiến lược đầu tư, phương pháp và quy trình đầu tư, hạn chế đầu tư, các yếu tố rủi ro của quỹ đầu tư chứng khoán;
c) Tóm tắt các nội dung cơ bản của dự thảo Điều lệ quỹ đầu tư chứng khoán;
d) Phương án phát hành chứng chỉ quỹ và các thông tin hướng dẫn tham gia đầu tư vào quỹ đầu tư chứng khoán;
đ) Thông tin tóm tắt về công ty quản lý quỹ đầu tư chứng khoán, ngân hàng giám sát và quy định về giao dịch với người có liên quan của công ty quản lý quỹ đầu tư chứng khoán và ngân hàng giám sát;
e) Thông tin khác quy định trong mẫu Bản cáo bạch",2019,Luật số 54/2019/QH14
19,Bản cáo bạch,3,"Chữ ký trong Bản cáo bạch thực hiện theo quy định sau đây:
a) Đối với việc chào bán cổ phiếu, trái phiếu ra công chúng, Bản cáo bạch phải có chữ ký của những người sau đây: Chủ tịch Hội đồng quản trị hoặc Chủ tịch Hội đồng thành viên, Chủ tịch công ty; Tổng giám đốc (Giám đốc); Giám đốc tài chính hoặc Kế toán trưởng của tổ chức phát hành; người đại diện theo pháp luật của tổ chức tư vấn hồ sơ đăng ký chào bán chứng khoán ra công chúng, tổ chức bảo lãnh phát hành hoặc tổ chức bảo lãnh phát hành chính (nếu có). Trường hợp ký thay phải có văn bản ủy quyền;
b) Đối với việc chào bán chứng chỉ quỹ ra công chúng, Bản cáo bạch phải có chữ ký của những người sau đây: Chủ tịch Hội đồng quản trị hoặc Chủ tịch Hội đồng thành viên, Chủ tịch công ty; Tổng giám đốc (Giám đốc) của công ty quản lý quỹ đầu tư chứng khoán; người đại diện theo pháp luật của tổ chức bảo lãnh phát hành (nếu có). Trường hợp ký thay phải có văn bản ủy quyền.","Chữ ký trong Bản cáo bạch thực hiện theo quy định sau đây:
a) Đối với việc chào bán cổ phiếu, trái phiếu ra công chúng, Bản cáo bạch phải có chữ ký của những người sau đây: Chủ tịch Hội đồng quản trị hoặc Chủ tịch Hội đồng thành viên, Chủ tịch công ty; Tổng giám đốc (Giám đốc); Giám đốc tài chính hoặc Kế toán trưởng của tổ chức phát hành; người đại diện theo pháp luật của tổ chức tư vấn hồ sơ đăng ký chào bán chứng khoán ra công chúng, tổ chức bảo lãnh phát hành hoặc tổ chức bảo lãnh phát hành chính (nếu có)",2019,Luật số 54/2019/QH14
19,Bản cáo bạch,4,Bộ trưởng Bộ Tài chính ban hành mẫu Bản cáo bạch.,Bộ trưởng Bộ Tài chính ban hành mẫu Bản cáo bạch,2019,Luật số 54/2019/QH14
20,Báo cáo tài chính,1,Báo cáo tài chính được lập theo quy định của pháp luật về kế toán.,Báo cáo tài chính được lập theo quy định của pháp luật về kế toán,2019,Luật số 54/2019/QH14
20,Báo cáo tài chính,2,Trường hợp tổ chức phát hành là công ty mẹ thì tổ chức phát hành phải nộp báo cáo tài chính hợp nhất theo quy định của pháp luật về kế toán.,Trường hợp tổ chức phát hành là công ty mẹ thì tổ chức phát hành phải nộp báo cáo tài chính hợp nhất theo quy định của pháp luật về kế toán,2019,Luật số 54/2019/QH14
20,Báo cáo tài chính,3,Báo cáo tài chính năm phải được kiểm toán bởi tổ chức kiểm toán được chấp thuận thực hiện kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán. Ý kiến kiểm toán đối với các báo cáo tài chính là ý kiến chấp nhận toàn phần; trường hợp ý kiến kiểm toán là ý kiến ngoại trừ thì khoản ngoại trừ không ảnh hưởng đến điều kiện chào bán; tổ chức phát hành phải có tài liệu giải thích hợp lý và có xác nhận của tổ chức kiểm toán về ảnh hưởng của việc ngoại trừ.,Ý kiến kiểm toán đối với các báo cáo tài chính là ý kiến chấp nhận toàn phần; trường hợp ý kiến kiểm toán là ý kiến ngoại trừ thì khoản ngoại trừ không ảnh hưởng đến điều kiện chào bán; tổ chức phát hành phải có tài liệu giải thích hợp lý và có xác nhận của tổ chức kiểm toán về ảnh hưởng của việc ngoại trừ,2019,Luật số 54/2019/QH14
20,Báo cáo tài chính,4,"Trường hợp hồ sơ được nộp trong thời gian 60 ngày kể từ ngày kết thúc kỳ kế toán năm, báo cáo tài chính năm của năm trước đó trong hồ sơ ban đầu có thể là báo cáo tài chính chưa có kiểm toán, nhưng phải có báo cáo tài chính được kiểm toán của 02 năm trước liền kề.","Trường hợp hồ sơ được nộp trong thời gian 60 ngày kể từ ngày kết thúc kỳ kế toán năm, báo cáo tài chính năm của năm trước đó trong hồ sơ ban đầu có thể là báo cáo tài chính chưa có kiểm toán, nhưng phải có báo cáo tài chính được kiểm toán của 02 năm trước liền kề",2019,Luật số 54/2019/QH14
20,Báo cáo tài chính,5,"Trường hợp ngày kết thúc kỳ kế toán của báo cáo tài chính gần nhất cách thời điểm gửi hồ sơ đăng ký chào bán chứng khoán ra công chúng đầy đủ và hợp lệ đến Ủy ban Chứng khoán Nhà nước quá 90 ngày, tổ chức phát hành phải lập báo cáo tài chính bổ sung đến tháng hoặc quý gần nhất.","Trường hợp ngày kết thúc kỳ kế toán của báo cáo tài chính gần nhất cách thời điểm gửi hồ sơ đăng ký chào bán chứng khoán ra công chúng đầy đủ và hợp lệ đến Ủy ban Chứng khoán Nhà nước quá 90 ngày, tổ chức phát hành phải lập báo cáo tài chính bổ sung đến tháng hoặc quý gần nhất",2019,Luật số 54/2019/QH14
21,Tổ chức kiểm toán và kiểm toán viên hành nghề được chấp thuận,1,"Ủy ban Chứng khoán Nhà nước xem xét, chấp thuận và công khai danh sách tổ chức kiểm toán và danh sách kiểm toán viên hành nghề được chấp thuận để thực hiện kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán.","Ủy ban Chứng khoán Nhà nước xem xét, chấp thuận và công khai danh sách tổ chức kiểm toán và danh sách kiểm toán viên hành nghề được chấp thuận để thực hiện kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán",2019,Luật số 54/2019/QH14
21,Tổ chức kiểm toán và kiểm toán viên hành nghề được chấp thuận,2,"Đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán bao gồm công ty đại chúng, tổ chức niêm yết, tổ chức đăng ký giao dịch, tổ chức chào bán chứng khoán ra công chúng, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, quỹ đầu tư chứng khoán.","Đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán bao gồm công ty đại chúng, tổ chức niêm yết, tổ chức đăng ký giao dịch, tổ chức chào bán chứng khoán ra công chúng, công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán, quỹ đầu tư chứng khoán",2019,Luật số 54/2019/QH14
21,Tổ chức kiểm toán và kiểm toán viên hành nghề được chấp thuận,3,"Tổ chức kiểm toán được chấp thuận thực hiện kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán phải tuân thủ quy định của pháp luật về kiểm toán độc lập và có các nghĩa vụ sau đây:
a) Báo cáo Ủy ban Chứng khoán Nhà nước trong thời hạn 10 ngày kể từ ngày có thay đổi tên gọi, địa chỉ trụ sở chính, lĩnh vực hành nghề, danh sách kiểm toán viên hành nghề hoặc thay đổi dẫn đến việc không còn đủ điều kiện được chấp thuận kiểm toán;
b) Giải trình, cung cấp thông tin, số liệu liên quan đến hoạt động kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán theo yêu cầu của Ủy ban Chứng khoán Nhà nước;
c) Sau khi phát hành báo cáo kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán, trường hợp phát hiện đơn vị được kiểm toán có những sai phạm trọng yếu do không tuân thủ pháp luật và các quy định liên quan đến báo cáo tài chính đã được kiểm toán thì tổ chức kiểm toán được chấp thuận phải thông báo bằng văn bản cho Ủy ban Chứng khoán Nhà nước;
d) Bảo mật thông tin theo quy định của pháp luật.","Tổ chức kiểm toán được chấp thuận thực hiện kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán phải tuân thủ quy định của pháp luật về kiểm toán độc lập và có các nghĩa vụ sau đây:
a) Báo cáo Ủy ban Chứng khoán Nhà nước trong thời hạn 10 ngày kể từ ngày có thay đổi tên gọi, địa chỉ trụ sở chính, lĩnh vực hành nghề, danh sách kiểm toán viên hành nghề hoặc thay đổi dẫn đến việc không còn đủ điều kiện được chấp thuận kiểm toán;
b) Giải trình, cung cấp thông tin, số liệu liên quan đến hoạt động kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán theo yêu cầu của Ủy ban Chứng khoán Nhà nước;
c) Sau khi phát hành báo cáo kiểm toán cho đơn vị có lợi ích công chúng thuộc lĩnh vực chứng khoán, trường hợp phát hiện đơn vị được kiểm toán có những sai phạm trọng yếu do không tuân thủ pháp luật và các quy định liên quan đến báo cáo tài chính đã được kiểm toán thì tổ chức kiểm toán được chấp thuận phải thông báo bằng văn bản cho Ủy ban Chứng khoán Nhà nước;
d) Bảo mật thông tin theo quy định của pháp luật",2019,Luật số 54/2019/QH14
21,Tổ chức kiểm toán và kiểm toán viên hành nghề được chấp thuận,4,Chính phủ quy định chi tiết Điều này.,Chính phủ quy định chi tiết Điều này,2019,Luật số 54/2019/QH14
22,"Sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng",1,"Trong thời gian hồ sơ đăng ký chào bán chứng khoán ra công chúng đang được xem xét, tổ chức phát hành có nghĩa vụ sửa đổi, bổ sung hồ sơ nếu phát hiện thông tin không chính xác hoặc còn thiếu nội dung quan trọng theo quy định phải có trong hồ sơ hoặc thấy cần thiết phải giải trình về vấn đề có thể gây hiểu nhầm.","Trong thời gian hồ sơ đăng ký chào bán chứng khoán ra công chúng đang được xem xét, tổ chức phát hành có nghĩa vụ sửa đổi, bổ sung hồ sơ nếu phát hiện thông tin không chính xác hoặc còn thiếu nội dung quan trọng theo quy định phải có trong hồ sơ hoặc thấy cần thiết phải giải trình về vấn đề có thể gây hiểu nhầm",2019,Luật số 54/2019/QH14
22,"Sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng",2,"Trong thời gian xem xét hồ sơ, Ủy ban Chứng khoán Nhà nước có quyền yêu cầu tổ chức phát hành sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng để bảo đảm thông tin được công bố chính xác, trung thực, đầy đủ, bảo vệ quyền và lợi ích hợp pháp của nhà đầu tư.","Trong thời gian xem xét hồ sơ, Ủy ban Chứng khoán Nhà nước có quyền yêu cầu tổ chức phát hành sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng để bảo đảm thông tin được công bố chính xác, trung thực, đầy đủ, bảo vệ quyền và lợi ích hợp pháp của nhà đầu tư",2019,Luật số 54/2019/QH14
22,"Sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng",3,"Sau khi Ủy ban Chứng khoán Nhà nước cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng mà phát sinh thông tin quan trọng liên quan đến hồ sơ đăng ký chào bán chứng khoán ra công chúng thì trong thời hạn 07 ngày làm việc, tổ chức phát hành phải công bố thông tin phát sinh theo phương thức quy định tại khoản 3 Điều 25 của Luật này và thực hiện việc sửa đổi, bổ sung hồ sơ.","Sau khi Ủy ban Chứng khoán Nhà nước cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng mà phát sinh thông tin quan trọng liên quan đến hồ sơ đăng ký chào bán chứng khoán ra công chúng thì trong thời hạn 07 ngày làm việc, tổ chức phát hành phải công bố thông tin phát sinh theo phương thức quy định tại khoản 3 Điều 25 của Luật này và thực hiện việc sửa đổi, bổ sung hồ sơ",2019,Luật số 54/2019/QH14
22,"Sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng",4,"Văn bản sửa đổi, bổ sung gửi đến Ủy ban Chứng khoán Nhà nước phải có chữ ký của những người đã ký trong hồ sơ đăng ký chào bán chứng khoán ra công chúng hoặc của những người có cùng chức danh với những người đó.","Văn bản sửa đổi, bổ sung gửi đến Ủy ban Chứng khoán Nhà nước phải có chữ ký của những người đã ký trong hồ sơ đăng ký chào bán chứng khoán ra công chúng hoặc của những người có cùng chức danh với những người đó",2019,Luật số 54/2019/QH14
22,"Sửa đổi, bổ sung hồ sơ đăng ký chào bán chứng khoán ra công chúng",5,"Thời hạn xem xét hồ sơ đối với các trường hợp quy định tại khoản 1 và khoản 2 Điều này được tính từ ngày Ủy ban Chứng khoán Nhà nước nhận được văn bản sửa đổi, bổ sung đầy đủ và hợp lệ.","Thời hạn xem xét hồ sơ đối với các trường hợp quy định tại khoản 1 và khoản 2 Điều này được tính từ ngày Ủy ban Chứng khoán Nhà nước nhận được văn bản sửa đổi, bổ sung đầy đủ và hợp lệ",2019,Luật số 54/2019/QH14
23,"Trách nhiệm của tổ chức, cá nhân liên quan đến hồ sơ đăng ký chào bán chứng khoán ra công chúng",1,"Tổ chức phát hành phải chịu trách nhiệm trước pháp luật về tính chính xác, trung thực và đầy đủ của hồ sơ đăng ký chào bán chứng khoán ra công chúng.","Tổ chức phát hành phải chịu trách nhiệm trước pháp luật về tính chính xác, trung thực và đầy đủ của hồ sơ đăng ký chào bán chứng khoán ra công chúng",2019,Luật số 54/2019/QH14
23,"Trách nhiệm của tổ chức, cá nhân liên quan đến hồ sơ đăng ký chào bán chứng khoán ra công chúng",2,"Tổ chức tư vấn phát hành, tổ chức bảo lãnh phát hành, tổ chức kiểm toán được chấp thuận, người ký báo cáo kiểm toán và bất kỳ tổ chức, cá nhân nào xác nhận hồ sơ phải chịu trách nhiệm trước pháp luật trong phạm vi liên quan đến hồ sơ đăng ký chào bán chứng khoán ra công chúng.","Tổ chức tư vấn phát hành, tổ chức bảo lãnh phát hành, tổ chức kiểm toán được chấp thuận, người ký báo cáo kiểm toán và bất kỳ tổ chức, cá nhân nào xác nhận hồ sơ phải chịu trách nhiệm trước pháp luật trong phạm vi liên quan đến hồ sơ đăng ký chào bán chứng khoán ra công chúng",2019,Luật số 54/2019/QH14
24,Thông tin trước khi chào bán chứng khoán ra công chúng,,"Trong thời gian Ủy ban Chứng khoán Nhà nước xem xét hồ sơ đăng ký chào bán chứng khoán ra công chúng, tổ chức phát hành, tổ chức bảo lãnh phát hành và tổ chức, cá nhân có liên quan chỉ được sử dụng trung thực và chính xác các thông tin trong Bản cáo bạch đã gửi Ủy ban Chứng khoán Nhà nước để thăm dò thị trường, trong đó phải nêu rõ các thông tin về ngày phát hành và giá bán chứng khoán là thông tin dự kiến.","Trong thời gian Ủy ban Chứng khoán Nhà nước xem xét hồ sơ đăng ký chào bán chứng khoán ra công chúng, tổ chức phát hành, tổ chức bảo lãnh phát hành và tổ chức, cá nhân có liên quan chỉ được sử dụng trung thực và chính xác các thông tin trong Bản cáo bạch đã gửi Ủy ban Chứng khoán Nhà nước để thăm dò thị trường, trong đó phải nêu rõ các thông tin về ngày phát hành và giá bán chứng khoán là thông tin dự kiến",2019,Luật số 54/2019/QH14
25,Cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng,1,"Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đăng ký chào bán chứng khoán ra công chúng đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do.","Trong thời hạn 30 ngày kể từ ngày nhận được hồ sơ đăng ký chào bán chứng khoán ra công chúng đầy đủ và hợp lệ, Ủy ban Chứng khoán Nhà nước cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng; trường hợp từ chối, phải trả lời bằng văn bản và nêu rõ lý do",2019,Luật số 54/2019/QH14
25,Cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng,2,"Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng của Ủy ban Chứng khoán Nhà nước là văn bản xác nhận hồ sơ đăng ký chào bán chứng khoán ra công chúng đáp ứng đủ điều kiện, thủ tục theo quy định của pháp luật.","Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng của Ủy ban Chứng khoán Nhà nước là văn bản xác nhận hồ sơ đăng ký chào bán chứng khoán ra công chúng đáp ứng đủ điều kiện, thủ tục theo quy định của pháp luật",2019,Luật số 54/2019/QH14
25,Cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng,3,"Trong thời hạn 07 ngày làm việc kể từ ngày Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng có hiệu lực, tổ chức phát hành phải công bố Bản thông báo phát hành trên 01 tờ báo điện tử hoặc báo in trong 03 số liên tiếp.","Trong thời hạn 07 ngày làm việc kể từ ngày Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng có hiệu lực, tổ chức phát hành phải công bố Bản thông báo phát hành trên 01 tờ báo điện tử hoặc báo in trong 03 số liên tiếp",2019,Luật số 54/2019/QH14
25,Cấp Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng,4,Chứng khoán chỉ được chào bán ra công chúng sau khi đã công bố theo quy định tại khoản 3 Điều này.,Chứng khoán chỉ được chào bán ra công chúng sau khi đã công bố theo quy định tại khoản 3 Điều này,2019,Luật số 54/2019/QH14
26,Phân phối chứng khoán,1,Việc phân phối chứng khoán chỉ được thực hiện sau khi tổ chức phát hành bảo đảm người mua chứng khoán tiếp cận Bản cáo bạch trong hồ sơ đăng ký chào bán chứng khoán ra công chúng được công bố tại các địa điểm ghi trong Bản thông báo phát hành.,Việc phân phối chứng khoán chỉ được thực hiện sau khi tổ chức phát hành bảo đảm người mua chứng khoán tiếp cận Bản cáo bạch trong hồ sơ đăng ký chào bán chứng khoán ra công chúng được công bố tại các địa điểm ghi trong Bản thông báo phát hành,2019,Luật số 54/2019/QH14
26,Phân phối chứng khoán,2,"Tổ chức phát hành, tổ chức bảo lãnh phát hành hoặc tổ chức đại lý phải phân phối chứng khoán công bằng, công khai và bảo đảm thời hạn đăng ký mua chứng khoán cho nhà đầu tư tối thiểu là 20 ngày; trừ trường hợp chứng khoán chào bán là chứng quyền có bảo đảm, thời hạn này phải được ghi trong Bản thông báo phát hành.
Trường hợp số lượng chứng khoán đăng ký mua vượt quá số lượng chứng khoán được phép phát hành thì tổ chức phát hành hoặc tổ chức bảo lãnh phát hành phải phân phối hết số chứng khoán được phép phát hành cho nhà đầu tư tương ứng với tỷ lệ đăng ký mua của từng nhà đầu tư.","Tổ chức phát hành, tổ chức bảo lãnh phát hành hoặc tổ chức đại lý phải phân phối chứng khoán công bằng, công khai và bảo đảm thời hạn đăng ký mua chứng khoán cho nhà đầu tư tối thiểu là 20 ngày; trừ trường hợp chứng khoán chào bán là chứng quyền có bảo đảm, thời hạn này phải được ghi trong Bản thông báo phát hành",2019,Luật số 54/2019/QH14
26,Phân phối chứng khoán,3,"Tiền mua chứng khoán phải được chuyển vào tài khoản phong tỏa mở tại ngân hàng, chi nhánh ngân hàng nước ngoài cho đến khi hoàn tất đợt chào bán và báo cáo Ủy ban Chứng khoán Nhà nước.","Tiền mua chứng khoán phải được chuyển vào tài khoản phong tỏa mở tại ngân hàng, chi nhánh ngân hàng nước ngoài cho đến khi hoàn tất đợt chào bán và báo cáo Ủy ban Chứng khoán Nhà nước",2019,Luật số 54/2019/QH14
26,Phân phối chứng khoán,4,"Tổ chức phát hành phải hoàn thành việc phân phối chứng khoán trong thời hạn 90 ngày kể từ ngày Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng có hiệu lực. Trường hợp tổ chức phát hành không thể hoàn thành việc phân phối chứng khoán ra công chúng trong thời hạn này, Ủy ban Chứng khoán Nhà nước xem xét gia hạn việc phân phối chứng khoán nhưng tối đa không quá 30 ngày. Trường hợp đăng ký chào bán chứng khoán cho nhiều đợt thì khoảng cách giữa đợt chào bán sau với đợt chào bán trước không quá 12 tháng.",Tổ chức phát hành phải hoàn thành việc phân phối chứng khoán trong thời hạn 90 ngày kể từ ngày Giấy chứng nhận đăng ký chào bán chứng khoán ra công chúng có hiệu lực,2019,Luật số 54/2019/QH14
26,Phân phối chứng khoán,5,"Tổ chức phát hành hoặc tổ chức bảo lãnh phát hành phải báo cáo kết quả đợt chào bán cho Ủy ban Chứng khoán Nhà nước trong thời hạn 10 ngày kể từ ngày kết thúc đợt chào bán, kèm theo văn bản xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài nơi mở tài khoản phong tỏa về số tiền thu được từ đợt chào bán.","Tổ chức phát hành hoặc tổ chức bảo lãnh phát hành phải báo cáo kết quả đợt chào bán cho Ủy ban Chứng khoán Nhà nước trong thời hạn 10 ngày kể từ ngày kết thúc đợt chào bán, kèm theo văn bản xác nhận của ngân hàng, chi nhánh ngân hàng nước ngoài nơi mở tài khoản phong tỏa về số tiền thu được từ đợt chào bán",2019,Luật số 54/2019/QH14
26,Phân phối chứng khoán,6,"Tổ chức phát hành, tổ chức bảo lãnh phát hành hoặc tổ chức đại lý phải chuyển giao chứng khoán hoặc giấy chứng nhận quyền sở hữu chứng khoán cho người mua trong thời hạn 30 ngày kể từ ngày kết thúc đợt chào bán.","Tổ chức phát hành, tổ chức bảo lãnh phát hành hoặc tổ chức đại lý phải chuyển giao chứng khoán hoặc giấy chứng nhận quyền sở hữu chứng khoán cho người mua trong thời hạn 30 ngày kể từ ngày kết thúc đợt chào bán",2019,Luật số 54/2019/QH14
27,Đình chỉ chào bán chứng khoán ra công chúng,1,"Ủy ban Chứng khoán Nhà nước có quyền đình chỉ chào bán chứng khoán ra công chúng tối đa là 60 ngày trong các trường hợp sau đây:
a) Hồ sơ đăng ký chào bán chứng khoán ra công chúng có thông tin sai lệch, bỏ sót nội dung quan trọng có thể ảnh hưởng tới quyết định đầu tư và gây thiệt hại cho nhà đầu tư;
b) Việc phân phối chứng khoán không thực hiện đúng quy định tại Điều 26 của Luật này.","Ủy ban Chứng khoán Nhà nước có quyền đình chỉ chào bán chứng khoán ra công chúng tối đa là 60 ngày trong các trường hợp sau đây:
a) Hồ sơ đăng ký chào bán chứng khoán ra công chúng có thông tin sai lệch, bỏ sót nội dung quan trọng có thể ảnh hưởng tới quyết định đầu tư và gây thiệt hại cho nhà đầu tư;
b) Việc phân phối chứng khoán không thực hiện đúng quy định tại Điều 26 của Luật này",2019,Luật số 54/2019/QH14
27,Đình chỉ chào bán chứng khoán ra công chúng,2,"Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán ra công chúng bị đình chỉ, tổ chức phát hành phải công bố việc đình chỉ chào bán chứng khoán ra công chúng theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành nếu nhà đầu tư có yêu cầu, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày nhận được yêu cầu.","Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán ra công chúng bị đình chỉ, tổ chức phát hành phải công bố việc đình chỉ chào bán chứng khoán ra công chúng theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành nếu nhà đầu tư có yêu cầu, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày nhận được yêu cầu",2019,Luật số 54/2019/QH14
27,Đình chỉ chào bán chứng khoán ra công chúng,3,"Khi những thiếu sót dẫn đến việc đình chỉ đợt chào bán chứng khoán ra công chúng được khắc phục, Ủy ban Chứng khoán Nhà nước ra văn bản thông báo hủy đình chỉ và chứng khoán được tiếp tục chào bán.","Khi những thiếu sót dẫn đến việc đình chỉ đợt chào bán chứng khoán ra công chúng được khắc phục, Ủy ban Chứng khoán Nhà nước ra văn bản thông báo hủy đình chỉ và chứng khoán được tiếp tục chào bán",2019,Luật số 54/2019/QH14
27,Đình chỉ chào bán chứng khoán ra công chúng,4,"Trong thời hạn 07 ngày làm việc kể từ ngày có thông báo hủy đình chỉ, tổ chức phát hành phải công bố việc hủy đình chỉ theo phương thức quy định tại khoản 3 Điều 25 của Luật này.","Trong thời hạn 07 ngày làm việc kể từ ngày có thông báo hủy đình chỉ, tổ chức phát hành phải công bố việc hủy đình chỉ theo phương thức quy định tại khoản 3 Điều 25 của Luật này",2019,Luật số 54/2019/QH14
