Điều,Chủ đề,Khoản,Nội dung,Tóm tắt,Thời gian,Bộ luật
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,1,"Ủy ban Chứng khoán Nhà nước có quyền đình chỉ đợt chào bán chứng khoán riêng lẻ đã đăng ký với Ủy ban Chứng khoán Nhà nước tối đa là 60 ngày trong các trường hợp sau đây:
a) Hồ sơ đăng ký chào bán chứng khoán riêng lẻ có thông tin sai lệch, bỏ sót nội dung quan trọng có thể ảnh hưởng đến quyết định đầu tư và gây thiệt hại cho nhà đầu tư;
b) Việc phân phối chứng khoán không thực hiện đúng quy định của pháp luật.","Ủy ban Chứng khoán Nhà nước có quyền đình chỉ đợt chào bán chứng khoán riêng lẻ đã đăng ký với Ủy ban Chứng khoán Nhà nước tối đa là 60 ngày trong các trường hợp sau đây:
a) Hồ sơ đăng ký chào bán chứng khoán riêng lẻ có thông tin sai lệch, bỏ sót nội dung quan trọng có thể ảnh hưởng đến quyết định đầu tư và gây thiệt hại cho nhà đầu tư;
b) Việc phân phối chứng khoán không thực hiện đúng quy định của pháp luật",2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,2,"Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán riêng lẻ bị đình chỉ, tổ chức phát hành phải công bố việc đình chỉ chào bán chứng khoán riêng lẻ theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành nếu nhà đầu tư có yêu cầu, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày nhận được yêu cầu.","Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán riêng lẻ bị đình chỉ, tổ chức phát hành phải công bố việc đình chỉ chào bán chứng khoán riêng lẻ theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành nếu nhà đầu tư có yêu cầu, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày nhận được yêu cầu",2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,3,"Khi những thiếu sót dẫn đến việc đình chỉ đợt chào bán chứng khoán riêng lẻ được khắc phục, Ủy ban Chứng khoán Nhà nước ra văn bản thông báo hủy đình chỉ và chứng khoán được tiếp tục chào bán.","Khi những thiếu sót dẫn đến việc đình chỉ đợt chào bán chứng khoán riêng lẻ được khắc phục, Ủy ban Chứng khoán Nhà nước ra văn bản thông báo hủy đình chỉ và chứng khoán được tiếp tục chào bán",2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,4,"Trong thời hạn 07 ngày làm việc kể từ ngày có thông báo hủy đình chỉ, tổ chức phát hành phải công bố việc hủy đình chỉ theo phương thức quy định tại khoản 3 Điều 25 của Luật này.
Điều 31b. Hủy bỏ chào bán chứng khoán riêng lẻ","Trong thời hạn 07 ngày làm việc kể từ ngày có thông báo hủy đình chỉ, tổ chức phát hành phải công bố việc hủy đình chỉ theo phương thức quy định tại khoản 3 Điều 25 của Luật này",2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,1,"Ủy ban Chứng khoán Nhà nước quyết định hủy bỏ đợt chào bán chứng khoán riêng lẻ đã đăng ký với Ủy ban Chứng khoán Nhà nước trong các trường hợp sau đây:
a) Hết thời hạn đình chỉ theo quy định tại khoản 1 Điều 31a của Luật này mà tổ chức phát hành không khắc phục được thiếu sót dẫn đến việc bị đình chỉ đợt chào bán chứng khoán riêng lẻ;
b) Sau khi kết thúc đợt chào bán cổ phiếu riêng lẻ và cổ phiếu chưa đưa vào niêm yết hoặc đăng ký giao dịch mà phát hiện đợt chào bán vi phạm quy định tại khoản 1 Điều 31a của Luật này;
c) Sau khi kết thúc đợt chào bán trái phiếu riêng lẻ mà phát hiện đợt chào bán vi phạm quy định tại khoản 1 Điều 31a của Luật này.","Chào bán cổ phiếu, trái phiếu chuyển đổi hoặc kèm chứng quyền phải được Đại hội đồng cổ đông phê duyệt, xác định nhà đầu tư, số lượng, giá; chỉ cho nhà đầu tư chiến lược và nhà đầu tư chứng khoán chuyên nghiệp.

Hạn chế giao dịch: 3 năm với nhà đầu tư chiến lược, 1 năm với nhà đầu tư chứng khoán chuyên nghiệp; ngoại lệ: giao dịch giữa các nhà đầu tư chuyên nghiệp, thi hành án, thừa kế.

Trái phiếu doanh nghiệp riêng lẻ chỉ giao dịch giữa nhà đầu tư chứng khoán chuyên nghiệp; ngoại lệ: thi hành án, thừa kế, quyết định Tòa án/Trọng tài.",2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,2,"Ngoài các trường hợp quy định tại khoản 1 Điều này, đợt chào bán chứng khoán riêng lẻ bị hủy bỏ theo bản án, quyết định của Tòa án đã có hiệu lực pháp luật, quyết định của Trọng tài hoặc cơ quan có thẩm quyền theo quy định của pháp luật.","Ngoài các trường hợp quy định tại khoản 1 Điều này, đợt chào bán chứng khoán riêng lẻ bị hủy bỏ theo bản án, quyết định của Tòa án đã có hiệu lực pháp luật, quyết định của Trọng tài hoặc cơ quan có thẩm quyền theo quy định của pháp luật",2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,3,Sau khi chào bán riêng lẻ mà cổ phiếu hoặc cổ phiếu được chuyển đổi từ trái phiếu chuyển đổi hoặc cổ phiếu được mua từ chứng quyền đã được đưa vào niêm yết hoặc đăng ký giao dịch thì không hủy bỏ.,Sau khi chào bán riêng lẻ mà cổ phiếu hoặc cổ phiếu được chuyển đổi từ trái phiếu chuyển đổi hoặc cổ phiếu được mua từ chứng quyền đã được đưa vào niêm yết hoặc đăng ký giao dịch thì không hủy bỏ,2024,Luật số 56/2024/QH15
10,Bổ sung Điều 31a và Điều 31b vào sau Điều 31 trong Chương II như sau:,4,"Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán riêng lẻ bị hủy bỏ, tổ chức phát hành phải công bố việc hủy bỏ chào bán chứng khoán riêng lẻ theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày đợt chào bán bị hủy bỏ. Hết thời hạn này, tổ chức phát hành phải bồi thường thiệt hại cho nhà đầu tư theo các điều khoản đã cam kết với nhà đầu tư.”.","Trong thời hạn 07 ngày làm việc kể từ ngày đợt chào bán chứng khoán riêng lẻ bị hủy bỏ, tổ chức phát hành phải công bố việc hủy bỏ chào bán chứng khoán riêng lẻ theo phương thức quy định tại khoản 3 Điều 25 của Luật này và phải thu hồi chứng khoán đã phát hành, đồng thời hoàn trả tiền cho nhà đầu tư trong thời hạn 15 ngày kể từ ngày đợt chào bán bị hủy bỏ",2024,Luật số 56/2024/QH15
11,"Sửa đổi, bổ sung một số điểm, khoản của Điều 32 như sau:",,"a) Sửa đổi, bổ sung điểm a khoản 1 như sau:
“a) Công ty có vốn điều lệ đã góp từ 30 tỷ đồng trở lên, có vốn chủ sở hữu từ 30 tỷ đồng trở lên và có tối thiểu 10% số cổ phiếu có quyền biểu quyết do ít nhất 100 nhà đầu tư không phải cổ đông lớn nắm giữ;”;
b) Bổ sung khoản 4 vào sau khoản 3 như sau:
“4. Bộ trưởng Bộ Tài chính quy định chi tiết việc đăng ký công ty đại chúng và trình tự, thủ tục đăng ký công ty đại chúng.”.","Bộ trưởng Bộ Tài chính quy định chi tiết việc đăng ký công ty đại chúng và trình tự, thủ tục đăng ký công ty đại chúng",2024,Luật số 56/2024/QH15
12,"Sửa đổi, bổ sung một số điểm, khoản của Điều 33 như sau:",,"a) Sửa đổi, bổ sung điểm đ khoản 1 như sau:
“đ) Báo cáo tài chính năm gần nhất của công ty cổ phần được kiểm toán bởi tổ chức kiểm toán độc lập. Trường hợp công ty tăng vốn điều lệ sau thời điểm kết thúc kỳ kế toán năm gần nhất, công ty phải bổ sung báo cáo tài chính kỳ gần nhất được kiểm toán hoặc soát xét;”;
b) Bổ sung điểm g vào sau điểm e khoản 1 như sau:
“g) Báo cáo về vốn điều lệ đã góp tính đến thời điểm đăng ký công ty đại chúng được kiểm toán bởi tổ chức kiểm toán độc lập theo quy định của Bộ trưởng Bộ Tài chính.”.","Trường hợp công ty tăng vốn điều lệ sau thời điểm kết thúc kỳ kế toán năm gần nhất, công ty phải bổ sung báo cáo tài chính kỳ gần nhất được kiểm toán hoặc soát xét;”;
b) Bổ sung điểm g vào sau điểm e khoản 1 như sau:
“g) Báo cáo về vốn điều lệ đã góp tính đến thời điểm đăng ký công ty đại chúng được kiểm toán bởi tổ chức kiểm toán độc lập theo quy định của Bộ trưởng Bộ Tài chính",2024,Luật số 56/2024/QH15
13,"Sửa đổi, bổ sung khoản 6 Điều 36 như sau:",,"“6. Trường hợp công ty mua lại cổ phiếu của người lao động theo quy chế phát hành cổ phiếu cho người lao động của công ty thì thực hiện theo quy định sau đây:
a) Tổng số lượng cổ phiếu của người lao động đã được công ty mua lại phải được báo cáo tại Đại hội đồng cổ đông thường niên gần nhất;
b) Công ty không phải làm thủ tục giảm vốn điều lệ đối với số cổ phiếu được công ty mua lại.”.","Trường hợp công ty mua lại cổ phiếu của người lao động theo quy chế phát hành cổ phiếu cho người lao động của công ty thì thực hiện theo quy định sau đây:
a) Tổng số lượng cổ phiếu của người lao động đã được công ty mua lại phải được báo cáo tại Đại hội đồng cổ đông thường niên gần nhất;
b) Công ty không phải làm thủ tục giảm vốn điều lệ đối với số cổ phiếu được công ty mua lại",2024,Luật số 56/2024/QH15
14,"Sửa đổi, bổ sung khoản 7 Điều 37 như sau:",,"“7. Công ty đại chúng không được chào bán cổ phiếu để tăng vốn điều lệ trong vòng 06 tháng kể từ ngày kết thúc việc mua lại cổ phiếu, trừ trường hợp công ty đại chúng mua lại cổ phiếu của người lao động nghỉ việc theo chương trình phát hành cổ phiếu cho người lao động hoặc công ty chứng khoán mua lại cổ phiếu của chính mình trong trường hợp thực hiện sửa lỗi giao dịch.”.","Công ty đại chúng không được chào bán cổ phiếu để tăng vốn điều lệ trong 6 tháng sau khi kết thúc mua lại cổ phiếu.

Ngoại lệ: mua lại cổ phiếu của người lao động nghỉ việc theo chương trình phát hành cổ phiếu cho người lao động, hoặc công ty chứng khoán mua lại cổ phiếu của chính mình để sửa lỗi giao dịch.",2024,Luật số 56/2024/QH15
15,"Sửa đổi, bổ sung một số khoản của Điều 38 như sau:",2,"Trong thời hạn 15 ngày kể từ ngày không còn đáp ứng một trong các điều kiện quy định tại điểm a khoản 1 Điều 32 của Luật này, công ty đại chúng có trách nhiệm gửi tài liệu báo cáo đến Ủy ban Chứng khoán Nhà nước.
Sau 01 năm kể từ ngày không còn đáp ứng quy định tại điểm a khoản 1 Điều 32 của Luật này mà công ty vẫn không đáp ứng được điều kiện là công ty đại chúng, công ty phải gửi hồ sơ hủy tư cách công ty đại chúng đến Ủy ban Chứng khoán Nhà nước để xem xét hủy tư cách công ty đại chúng.
Trường hợp công ty đại chúng không gửi hồ sơ, tài liệu báo cáo tới Ủy ban Chứng khoán Nhà nước theo quy định tại khoản này, Ủy ban Chứng khoán Nhà nước căn cứ danh sách cổ đông do Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam cung cấp hoặc Báo cáo tài chính năm gần nhất của công ty được kiểm toán để xem xét huỷ tư cách công ty đại chúng.”;
b) Sửa đổi, bổ sung khoản 5 như sau:
“5. Bộ trưởng Bộ Tài chính quy định việc hủy tư cách công ty đại chúng, trình tự, thủ tục hủy tư cách công ty đại chúng và việc hủy tư cách công ty đại chúng đối với trường hợp không đáp ứng điều kiện là công ty đại chúng do tổ chức lại, giải thể, phá sản doanh nghiệp.”.","Công ty đại chúng phải gửi báo cáo đến Ủy ban Chứng khoán Nhà nước trong 15 ngày kể từ khi không còn đáp ứng điều kiện công ty đại chúng.

Sau 1 năm vẫn không đáp ứng, công ty phải nộp hồ sơ hủy tư cách công ty đại chúng.

Nếu không gửi hồ sơ/báo cáo, Ủy ban dựa trên danh sách cổ đông hoặc báo cáo tài chính kiểm toán để xem xét hủy tư cách.

Bộ trưởng Bộ Tài chính quy định trình tự, thủ tục hủy tư cách công ty đại chúng, bao gồm trường hợp tổ chức lại, giải thể, phá sản.",2024,Luật số 56/2024/QH15
16,"Sửa đổi, bổ sung khoản 3 và khoản 4 Điều 39 như sau:",4,"Báo cáo tài chính năm gần nhất được kiểm toán hoặc văn bản xác nhận về vốn chủ sở hữu của tổ chức kiểm toán được chấp thuận đối với trường hợp công ty đại chúng không còn đáp ứng điều kiện về vốn điều lệ đã góp hoặc vốn chủ sở hữu. Trường hợp công ty tăng vốn điều lệ sau thời điểm kết thúc kỳ kế toán năm gần nhất, công ty phải bổ sung báo cáo tài chính kỳ gần nhất được kiểm toán hoặc soát xét.”.","Trường hợp công ty tăng vốn điều lệ sau thời điểm kết thúc kỳ kế toán năm gần nhất, công ty phải bổ sung báo cáo tài chính kỳ gần nhất được kiểm toán hoặc soát xét",2024,Luật số 56/2024/QH15
17,Bổ sung khoản 4 vào sau khoản 3 Điều 55 như sau:,,"“4. Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam quyết định thành lập công ty con và tổ chức, phân công thực hiện một số quyền, nghĩa vụ của mình theo quy định của Luật này cho công ty con sau khi được Bộ Tài chính chấp thuận.”.","Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam quyết định thành lập công ty con và tổ chức, phân công thực hiện một số quyền, nghĩa vụ của mình theo quy định của Luật này cho công ty con sau khi được Bộ Tài chính chấp thuận",2024,Luật số 56/2024/QH15
18,"Sửa đổi, bổ sung điểm a khoản 4 Điều 56 như sau:",,"“a) Thực hiện bù trừ, thanh toán giao dịch cho các chứng khoán giao dịch trên hệ thống giao dịch chứng khoán. Trường hợp thực hiện bù trừ, thanh toán giao dịch chứng khoán phái sinh, thành viên bù trừ là ngân hàng thương mại, chi nhánh ngân hàng nước ngoài chỉ được thực hiện bù trừ, thanh toán giao dịch cho chính thành viên bù trừ là ngân hàng thương mại, chi nhánh ngân hàng nước ngoài;”.","“a) Thực hiện bù trừ, thanh toán giao dịch cho các chứng khoán giao dịch trên hệ thống giao dịch chứng khoán",2024,Luật số 56/2024/QH15
19,"Sửa đổi, bổ sung khoản 1 Điều 63 như sau:",,"“1. Hoạt động bù trừ, xác định nghĩa vụ thanh toán tiền và chứng khoán được thực hiện thông qua Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam hoặc công ty con của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam.”.","Hoạt động bù trừ, xác định nghĩa vụ thanh toán tiền và chứng khoán được thực hiện qua Tổng công ty Lưu ký – Bù trừ chứng khoán Việt Nam hoặc công ty con của Tổng công ty.",2024,Luật số 56/2024/QH15
20,"Bãi bỏ một số điều, khoản; bổ sung một số cụm từ tại một số điều, khoản, điểm như sau:",,"a) Bãi bỏ Điều 23; khoản 3 Điều 48; khoản 4 và khoản 5 Điều 135;
b) Bổ sung cụm từ “và công ty con” vào sau cụm từ “Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam” tại điểm đ khoản 1 Điều 7, khoản 3 Điều 52 và Điều 68.","a) Bãi bỏ Điều 23; khoản 3 Điều 48; khoản 4 và khoản 5 Điều 135;
b) Bổ sung cụm từ “và công ty con” vào sau cụm từ “Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam” tại điểm đ khoản 1 Điều 7, khoản 3 Điều 52 và Điều 68",2024,Luật số 56/2024/QH15
1,Phạm vi điều chỉnh,1,"Nghị định này quy định các hành vi vi phạm hành chính, hình thức xử phạt, mức xử phạt, biện pháp khắc phục hậu quả đối với hành vi vi phạm hành chính, thẩm quyền xử phạt và thẩm quyền lập biên bản vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán.","Nghị định này quy định các hành vi vi phạm hành chính, hình thức xử phạt, mức xử phạt, biện pháp khắc phục hậu quả đối với hành vi vi phạm hành chính, thẩm quyền xử phạt và thẩm quyền lập biên bản vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán",2020,Nghị Định 156 - 2020
1,Phạm vi điều chỉnh,2,"Vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này bao gồm:
a) Vi phạm quy định về chào bán, phát hành chứng khoán riêng lẻ;
b) Vi phạm quy định về chào bán chứng khoán ra công chúng tại Việt Nam;
c) Vi phạm quy định về phát hành trái phiếu ra thị trường quốc tế, chào bán chứng khoán tại nước ngoài và phát hành chứng khoán mới làm cơ sở chào bán chứng chỉ lưu ký chứng khoán tại nước ngoài hoặc hỗ trợ phát hành chứng chỉ lưu ký chứng khoán tại nước ngoài trên cơ sở cổ phiếu đã phát hành tại Việt Nam;
d) Vi phạm quy định phát hành thêm cổ phiếu;
d) Vi phạm quy định về công ty đại chúng;
e) Vi phạm quy định về chào mua công khai;
g) Vi phạm quy định về niêm yết chứng khoán, đăng ký giao dịch chứng khoán;
h) Vi phạm quy định về tổ chức thị trường giao dịch chứng khoán;
i) Vi phạm quy định về kinh doanh chứng khoán và hành nghề chứng khoán; vi phạm quy định về giao dịch chứng khoán;
k) Vi phạm quy định về đăng ký, lưu ký, bù trừ và thanh toán chứng khoán, ngân hàng giám sát, ngân hàng lưu ký;
l) Vi phạm quy định công bố thông tin và báo cáo; vi phạm quy định về kiểm toán công ty đại chúng, tổ chức niêm yết, tổ chức thực hiện chào bán chứng khoán ra công chúng, công ty chứng khoán, công ty đầu tư chứng khoán, quỹ và công ty quản lý quỹ đầu tư chứng khoán;
m) Vi phạm quy định về phòng, chống rửa tiền và phòng, chống khủng bố trong lĩnh vực chứng khoán và thị trường chứng khoán;
n) Vi phạm quy định về thanh tra, kiểm tra của cơ quan nhà nước có thẩm quyền;
o) Các vi phạm khác trong lĩnh vực chứng khoán và thị trường chứng khoán được quy định tại Nghị định này.","Vi phạm hành chính trong chứng khoán và thị trường chứng khoán bao gồm:

Chào bán, phát hành chứng khoán riêng lẻ, ra công chúng, phát hành thêm cổ phiếu, trái phiếu trong nước và quốc tế.

Vi phạm quy định công ty đại chúng, chào mua công khai, niêm yết, đăng ký giao dịch, tổ chức thị trường.

Vi phạm kinh doanh, hành nghề chứng khoán, giao dịch, đăng ký, lưu ký, bù trừ, thanh toán, ngân hàng giám sát/lưu ký.

Vi phạm công bố thông tin, báo cáo, kiểm toán, quỹ và công ty quản lý quỹ.

Vi phạm phòng chống rửa tiền, khủng bố; thanh tra, kiểm tra; và các vi phạm khác theo Nghị định.",2020,Nghị Định 156 - 2020
2,Đối tượng bị xử phạt vi phạm hành chính,1,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này.","Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này",2020,Nghị Định 156 - 2020
2,Đối tượng bị xử phạt vi phạm hành chính,2,"Tổ chức quy định tại khoản 1 Điều này bao gồm:
a) Công ty đại chúng;
b) Doanh nghiệp nhà nước, công ty trách nhiệm hữu hạn một thành viên do doanh nghiệp nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập cổ phần hóa dưới hình thức chào bán chứng khoán ra công chúng;
c) Tổ chức phát hành;
d) Tổ chức niêm yết, tổ chức đăng ký giao dịch; tổ chức tư vấn niêm yết, đăng ký giao dịch;
đ) Tổ chức kiểm toán được chấp thuận;
e) Tổ chức tư vấn chào bán, phát hành, tổ chức bảo lãnh phát hành; tổ chức đấu thầu, đại lý phát hành;
g) Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán;
h) Sở giao dịch chứng khoán Việt Nam và công ty con, Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam;
i) Cổ đông, nhà đầu tư là tổ chức;
k) Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam thực hiện hoạt động lưu ký, bù trừ, thanh toán giao dịch chứng khoán; ngân hàng giám sát;
l) Tổ chức xã hội - nghề nghiệp về chứng khoán;
m) Các tổ chức khác hoạt động trên thị trường chứng khoán hoặc có liên quan đến hoạt động về chứng khoán và thị trường chứng khoán.","Tổ chức trên thị trường chứng khoán bao gồm:

Công ty đại chúng, doanh nghiệp nhà nước, công ty TNHH một thành viên nhà nước, đơn vị sự nghiệp cổ phần hóa; tổ chức phát hành.

Tổ chức niêm yết, đăng ký giao dịch, tư vấn niêm yết/đăng ký; tổ chức kiểm toán được chấp thuận.

Tổ chức tư vấn chào bán, bảo lãnh phát hành, đấu thầu, đại lý phát hành.

Công ty chứng khoán, công ty quản lý quỹ, chi nhánh/văn phòng đại diện công ty nước ngoài, công ty đầu tư chứng khoán.

Sở GDCK Việt Nam và công ty con, Tổng công ty lưu ký – bù trừ chứng khoán; cổ đông, nhà đầu tư tổ chức; ngân hàng lưu ký, bù trừ, giám sát; tổ chức xã hội – nghề nghiệp; các tổ chức khác liên quan.",2020,Nghị Định 156 - 2020
3,Giải thích từ ngữ,1,"“Sử dụng thông tin nội bộ để mua, bán chứng khoán” là việc thực hiện hành vi bị nghiêm cấm trong hoạt động về chứng khoán và thị trường chứng khoán quy định tại khoản 2 Điều 12 Luật Chứng khoán, gồm một, một số hoặc tất cả các hành vi dưới đây:
a) Sử dụng thông tin nội bộ để mua, bán chứng khoán cho chính mình hoặc cho người khác;
b) Tiết lộ, cung cấp thông tin nội bộ hoặc tư vấn cho người khác mua, bán chứng khoán trên cơ sở thông tin nội bộ.","“Sử dụng thông tin nội bộ để mua, bán chứng khoán” là việc thực hiện hành vi bị nghiêm cấm trong hoạt động về chứng khoán và thị trường chứng khoán quy định tại khoản 2 Điều 12 Luật Chứng khoán, gồm một, một số hoặc tất cả các hành vi dưới đây:
a) Sử dụng thông tin nội bộ để mua, bán chứng khoán cho chính mình hoặc cho người khác;
b) Tiết lộ, cung cấp thông tin nội bộ hoặc tư vấn cho người khác mua, bán chứng khoán trên cơ sở thông tin nội bộ",2020,Nghị Định 156 - 2020
3,Giải thích từ ngữ,2,"“Thao túng thị trường chứng khoán” là việc thực hiện hành vi bị nghiêm cấm trong hoạt động về chứng khoán và thị trường chứng khoán quy định tại khoản 3 Điều 12 Luật Chứng khoán, gồm một, một số hoặc tất cả các hành vi dưới đây:
a) Sử dụng một hoặc nhiều tài khoản giao dịch của mình hoặc của người khác hoặc thông đồng liên tục mua, bán chứng khoán nhằm tạo ra cung, cầu giả tạo;
b) Đặt lệnh mua và bán cùng loại chứng khoán trong cùng ngày giao dịch hoặc thông đồng với nhau giao dịch mua, bán chứng khoán mà không dẫn đến chuyển nhượng thực sự quyền sở hữu hoặc quyền sở hữu chỉ luân chuyển giữa các thành viên trong nhóm nhằm tạo giá chứng khoán, cung cầu giả tạo;
c) Liên tục mua hoặc bán chứng khoán với khối lượng chi phối vào thời điểm mở cửa hoặc đóng cửa thị trường nhằm tạo ra mức giá đóng cửa hoặc giá mở cửa mới cho loại chứng khoán đó trên thị trường;
d) Giao dịch chứng khoán bằng hình thức cấu kết, lôi kéo người khác liên tục đặt lệnh mua, bán chứng khoán gây ảnh hưởng lớn đến cung cầu và giá chứng khoán, thao túng giá chứng khoán;
đ) Đưa ra ý kiến một cách trực tiếp hoặc gián tiếp thông qua phương tiện thông tin đại chúng về một loại chứng khoán, về tổ chức phát hành chứng khoán nhằm tạo ảnh hưởng đến giá của loại chứng khoán đó sau khi đã thực hiện giao dịch và nắm giữ vị thế đối với loại chứng khoán đó;
e) Sử dụng các phương thức hoặc thực hiện các hành vi giao dịch khác hoặc kết hợp tung tin đồn sai sự thật, cung cấp thông tin sai lệch ra công chúng để tạo cung cầu giả tạo, thao túng giá chứng khoán.","Thao túng thị trường chứng khoán là hành vi bị nghiêm cấm, gồm:

Sử dụng một hoặc nhiều tài khoản (của mình hoặc người khác) hoặc thông đồng mua/bán chứng khoán tạo cung cầu giả tạo.

Đặt lệnh mua/bán cùng loại chứng khoán trong ngày hoặc giao dịch chỉ luân chuyển quyền sở hữu để thao túng giá, cung cầu.

Liên tục mua/bán với khối lượng chi phối tại mở/đóng cửa để định giá chứng khoán.

Cấu kết hoặc lôi kéo người khác đặt lệnh ảnh hưởng lớn đến cung cầu, giá chứng khoán.

Tung tin đồn sai sự thật hoặc thông tin sai lệch nhằm tạo cung cầu giả tạo, thao túng giá chứng khoán.",2020,Nghị Định 156 - 2020
3,Giải thích từ ngữ,3,"“Làm giả giấy tờ, xác nhận trên giấy tờ giả mạo” là việc tạo dựng hoặc xác nhận các tài liệu, thông tin không có thực hoặc không chính xác để đăng ký chào bán, phát hành chứng khoán riêng lẻ, chào bán chứng khoán ra công chúng, phát hành thêm cổ phiếu, đăng ký công ty đại chúng, đăng ký niêm yết hoặc đăng ký giao dịch chứng khoán.","“Làm giả giấy tờ, xác nhận trên giấy tờ giả mạo” là việc tạo dựng hoặc xác nhận các tài liệu, thông tin không có thực hoặc không chính xác để đăng ký chào bán, phát hành chứng khoán riêng lẻ, chào bán chứng khoán ra công chúng, phát hành thêm cổ phiếu, đăng ký công ty đại chúng, đăng ký niêm yết hoặc đăng ký giao dịch chứng khoán",2020,Nghị Định 156 - 2020
3,Giải thích từ ngữ,4,"“Giấy phép, giấy chứng nhận liên quan đến hoạt động về chứng khoán và thị trường chứng khoán” là các loại giấy phép, giấy chứng nhận được cơ quan, tổ chức có thẩm quyền cấp theo quy định của pháp luật chứng khoán cho tổ chức, cá nhân để thực hiện các hoạt động về chứng khoán và thị trường chứng khoán.","“Giấy phép, giấy chứng nhận liên quan đến hoạt động về chứng khoán và thị trường chứng khoán” là các loại giấy phép, giấy chứng nhận được cơ quan, tổ chức có thẩm quyền cấp theo quy định của pháp luật chứng khoán cho tổ chức, cá nhân để thực hiện các hoạt động về chứng khoán và thị trường chứng khoán",2020,Nghị Định 156 - 2020
3,Giải thích từ ngữ,5,“Sử dụng thông tin ngoài Bản cáo bạch hoặc thông tin sai lệch với thông tin trong Bản cáo bạch để thăm dò thị trường trước khi được phép thực hiện chào bán chứng khoán ra công chúng” là việc sử dụng thông tin không có trong Bản cáo bạch hoặc không chính xác so với nội dung tại Bản cáo bạch trong hồ sơ đăng ký chào bán chứng khoán ra công chúng để thăm dò thị trường trước khi được phép thực hiện chào bán chứng khoán ra công chúng.,“Sử dụng thông tin ngoài Bản cáo bạch hoặc thông tin sai lệch với thông tin trong Bản cáo bạch để thăm dò thị trường trước khi được phép thực hiện chào bán chứng khoán ra công chúng” là việc sử dụng thông tin không có trong Bản cáo bạch hoặc không chính xác so với nội dung tại Bản cáo bạch trong hồ sơ đăng ký chào bán chứng khoán ra công chúng để thăm dò thị trường trước khi được phép thực hiện chào bán chứng khoán ra công chúng,2020,Nghị Định 156 - 2020
